price,demand,supply
0.001,698.1018142786877,0.10328302452623439
0.04476838923421298,698.1018142786877,0.7503427609389435
0.08853677846842596,698.1018142786877,1.103522854375028
0.13230516770263895,697.9077458424938,1.8528199022555079
0.17607355693685192,697.4115260807608,3.371450378389882
0.2198419461710649,696.8871309003606,4.90243460978013
0.2636103354052779,696.204441553621,7.060181589046102
0.30737872463949084,695.2754548971601,9.618405491866813
0.35114711387370384,693.1072215926071,17.26181517500667
0.39491550310791684,689.930053373942,23.885532550619867
0.4386838923421298,686.7596325192409,36.68530625808898
0.4824522815763428,681.2728418287273,54.86440277900809
0.5262206708105558,675.1871851469397,77.08641455585983
0.5699890600447688,662.7454501476429,117.73387063383782
0.6137574492789817,641.7989257919206,181.96470582028186
0.6575258385131947,616.3598152166869,293.73719098722506
0.7012942277474077,576.8210257997481,402.22336597231634
0.7450626169816207,497.03925391983273,465.8137477753275
0.7888310062158337,404.4107964586229,526.1019110278861
0.8325993954500466,295.6741877845694,548.6510338197139
0.8763677846842596,225.1240047880546,549.3340109768108
0.9201361739184726,168.1871921752545,549.3340109768108
0.9639045631526856,148.76780330187546,549.3340109768108
1.0076729523868984,148.76780330187546,549.3340109768108
1.0514413416211115,148.76780330187546,549.3340109768108
1.0952097308553244,148.76780330187546,549.3340109768108
1.1389781200895375,148.76780330187546,549.3340109768108
1.1827465093237504,148.76780330187546,555.6851100395339
1.2265148985579633,148.76780330187546,598.5348177648684
1.2702832877921764,148.76780330187546,651.9921184167578
1.3140516770263893,131.54221200850444,653.0342889214654
1.3578200662606024,67.81963104649995,653.0342889214654
1.4015884554948153,45.06752535722201,653.0342889214654
1.4453568447290281,45.06752535722201,653.0342889214654
1.4891252339632413,45.06752535722201,653.0342889214654
1.5328936231974541,45.06752535722201,676.5267368334825
1.5766620124316673,45.06752535722201,694.7475695126461
1.6204304016658801,40.359778455765245,698.1018142786877
1.664198790900093,21.089128774355373,698.1018142786877
1.7079671801343062,0.04127464020280998,698.1018142786877
